X_id,estId,estName,addrFull,srvType,insStatus,insDate,observation,infCategory,defDesc,infType,actionDesc,OutcomeDate,OutcomeDesc,fineAmount,geometry
4601,10806447,ANGIE BEAUTY,"222 SPADINA AVE, UNIT-125",Aesthetics,Conditional Pass,2024-03-12,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,08 - Product Dispensing and Storage,Personal service setting - fail to ensure every product used is stored and dispensed in manner which prevents contamination. Reg. Subsec. 11 (1),C - Crucial,Verbal Order,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39758, 43.65141]]}"
4602,10806488,BELLA VISO AESTHETIC CENTRE,"18 WYNFORD DR, SUITE-515",Aesthetics,Pass,2024-06-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.33731, 43.72385]]}"
4603,10806529,J.F.F HAIR SALON,1546 AVENUE RD,Barbering & Hairdressing,Pass,2024-03-21,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41629, 43.72318]]}"
4604,10806602,THAS HAIR DESIGN,"3601 LAWRENCE AVE E, 6",Barbering & Hairdressing,Pass,2024-03-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.2234, 43.75953]]}"
4605,10806725,DAVID'S BARBER SHOP,901A JANE ST,Barbering & Hairdressing,Pass,2024-07-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.49597, 43.67752]]}"
4606,10806727,VN NAILS SPA,755 JANE ST,Aesthetics,Pass,2024-04-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.49331, 43.6715]]}"
4607,10806727,VN NAILS SPA,755 JANE ST,Nails,Pass,2024-04-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.49331, 43.6715]]}"
4608,10807049,POWER HAIR SALON,5375 YONGE ST,Barbering & Hairdressing,Pass,2024-03-21,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41424, 43.77562]]}"
4609,10807304,TAKE MY HAND,1118 YONGE ST,Nails,Pass,2024-03-25,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39058, 43.67892]]}"
4610,10807398,KAZ BARBERSHOP,"70 YORKVILLE AVE, LR-3",Aesthetics,Pass,2024-03-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39076, 43.67141]]}"
4611,10807398,KAZ BARBERSHOP,"70 YORKVILLE AVE, LR-3",Barbering & Hairdressing,Pass,2024-03-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39076, 43.67141]]}"
4612,10807418,ORACLE TATTOO,"1544 DANFORTH AVE, 205",Tattooing,Pass,2024-03-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.32443, 43.68348]]}"
4613,10807429,SUGAR NAIL BAR,1842 DANFORTH AVE,Aesthetics,Pass,2024-03-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.318, 43.68478]]}"
4614,10807429,SUGAR NAIL BAR,1842 DANFORTH AVE,Nails,Pass,2024-03-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.318, 43.68478]]}"
4615,10807452,TORONTO KIDS HAIRCUT,1470 KINGSTON RD,Barbering & Hairdressing,Pass,2024-03-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.26992, 43.68811]]}"
4616,10816874,THE PALMTREE,"108 CORPORATE DR, 6",Aesthetics,Pass,2024-08-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.24736, 43.78073]]}"
4617,10816858,GLOSSIX NAIL SPA BLOOR AND SPADINA,"415 BLOOR ST W, UNIT-1",Aesthetics,Pass,2024-07-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40457, 43.66635]]}"
4618,10816858,GLOSSIX NAIL SPA BLOOR AND SPADINA,"415 BLOOR ST W, UNIT-1",Nails,Pass,2024-07-11,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40457, 43.66635]]}"
4619,10816863,ANAM BEAUTY SALON AND SPA,"695 MARKHAM RD, FLR-2,UNIT-1B",Aesthetics,Pass,2024-07-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.22563, 43.76204]]}"
4620,10816863,ANAM BEAUTY SALON AND SPA,"695 MARKHAM RD, FLR-2,UNIT-1B",Barbering & Hairdressing,Pass,2024-07-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.22563, 43.76204]]}"
4621,10816863,ANAM BEAUTY SALON AND SPA,"695 MARKHAM RD, FLR-2,UNIT-1B",Ear Piercing,Pass,2024-07-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.22563, 43.76204]]}"
4622,10816870,LIBERTY LASER,"1004 KING ST W, 213",Aesthetics,Pass,2024-07-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41461, 43.64183]]}"
4623,10816870,LIBERTY LASER,"1004 KING ST W, 213",Aesthetics,Conditional Pass,2024-07-04,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,08 - Product Dispensing and Storage,Personal service setting - fail to ensure every product used is stored and dispensed in manner which prevents contamination. Reg. Subsec. 11 (1),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41461, 43.64183]]}"
4624,10816870,LIBERTY LASER,"1004 KING ST W, 213",Aesthetics,Conditional Pass,2024-07-04,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,09 - Additional Record Requirements,Fail to keep accidental exposure records of personal service setting as required. Reg. Para. 4 of subsec. 14 (1),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41461, 43.64183]]}"
4625,10816870,LIBERTY LASER,"1004 KING ST W, 213",Aesthetics,Conditional Pass,2024-07-04,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,09 - Additional Record Requirements,Fail to obtain contact information of person seeking personal service. Reg. Sec. 5,S - Significant,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41461, 43.64183]]}"
4626,10816870,LIBERTY LASER,"1004 KING ST W, 213",Aesthetics,Conditional Pass,2024-07-04,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not disinfected as often as necessary to prevent disease transmission. Reg. Subsec. 10 (4),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41461, 43.64183]]}"
4627,10816870,LIBERTY LASER,"1004 KING ST W, 213",Aesthetics,Conditional Pass,2024-07-04,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,01 - Public Health Notification,Fail to provide written notification of intention to operate personal service setting at least 14 days before commencing operation. Reg. Subsec. 3 (1),S - Significant,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41461, 43.64183]]}"
4628,10816827,SRV STYLE & BEAUTY,"2611 EGLINTON AVE E, B",Aesthetics,Pass,2024-07-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.25258, 43.73521]]}"
4629,10816827,SRV STYLE & BEAUTY,"2611 EGLINTON AVE E, B",Barbering & Hairdressing,Pass,2024-07-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.25258, 43.73521]]}"
4630,10816827,SRV STYLE & BEAUTY,"2611 EGLINTON AVE E, B",Nails,Pass,2024-07-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.25258, 43.73521]]}"
4631,10816855,JOY BEAUTY NAILS & SPA,290 EGLINTON AVE W,Aesthetics,Pass,2024-07-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40781, 43.70496]]}"
4632,10816855,JOY BEAUTY NAILS & SPA,290 EGLINTON AVE W,Nails,Pass,2024-07-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40781, 43.70496]]}"
4633,10816986,YJC MED SPA,87 MUTUAL ST,Aesthetics,Pass,2024-07-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37527, 43.65647]]}"
4634,10816986,YJC MED SPA,87 MUTUAL ST,Aesthetics,Conditional Pass,2024-07-17,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not disinfected as often as necessary to prevent disease transmission. Reg. Subsec. 10 (4),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37527, 43.65647]]}"
4635,10816986,YJC MED SPA,87 MUTUAL ST,Aesthetics,Conditional Pass,2024-07-17,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Manufacturer's instructions not kept at personal service setting in location accessible to service provider. Reg. Subsec. 10 (3),C - Crucial,Verbal Order,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37527, 43.65647]]}"
4636,10817080,LUX NAILS & SPA,4229E DUNDAS ST W,Aesthetics,Pass,2024-07-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.5125, 43.65945]]}"
4637,10817080,LUX NAILS & SPA,4229E DUNDAS ST W,Nails,Pass,2024-07-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.5125, 43.65945]]}"
4638,10789668,JERA HAIR STUDIO,"45 WICKSTEED AVE, SUITE-280 & UNI-16",Barbering & Hairdressing,Pass,2023-08-17,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.36287, 43.7103]]}"
4639,10789107,LE LUX NAIL BAR,245 SHEPPARD AVE E,Aesthetics,Pass,2023-08-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39616, 43.76477]]}"
4640,10789107,LE LUX NAIL BAR,245 SHEPPARD AVE E,Aesthetics,Conditional Pass,2023-07-31,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - use equipment not maintained in sanitary condition. Reg. Clause 10 (1)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39616, 43.76477]]}"
4641,10789107,LE LUX NAIL BAR,245 SHEPPARD AVE E,Aesthetics,Conditional Pass,2023-07-31,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned as often as necessary to prevent disease transmission. Reg. Subsec. 10 (4),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39616, 43.76477]]}"
4642,10789107,LE LUX NAIL BAR,245 SHEPPARD AVE E,Aesthetics,Conditional Pass,2023-07-31,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,02 - General Setting Requirements,Personal service setting - fail to ensure adequate storage space for necessary equipment and supplies. Reg. Para. 10 of subsec. 8 (1),S - Significant,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39616, 43.76477]]}"
4643,10789107,LE LUX NAIL BAR,245 SHEPPARD AVE E,Nails,Pass,2023-08-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39616, 43.76477]]}"
4644,10789107,LE LUX NAIL BAR,245 SHEPPARD AVE E,Nails,Conditional Pass,2023-07-31,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - use equipment not maintained in sanitary condition. Reg. Clause 10 (1)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39616, 43.76477]]}"
4645,10789107,LE LUX NAIL BAR,245 SHEPPARD AVE E,Nails,Conditional Pass,2023-07-31,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned as often as necessary to prevent disease transmission. Reg. Subsec. 10 (4),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39616, 43.76477]]}"
4646,10789107,LE LUX NAIL BAR,245 SHEPPARD AVE E,Nails,Conditional Pass,2023-07-31,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,02 - General Setting Requirements,Personal service setting - fail to ensure adequate storage space for necessary equipment and supplies. Reg. Para. 10 of subsec. 8 (1),S - Significant,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39616, 43.76477]]}"
4647,10789114,KIKI NAILS & SPA,3802 BLOOR ST W,Aesthetics,Pass,2024-04-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53581, 43.64197]]}"
4648,10789114,KIKI NAILS & SPA,3802 BLOOR ST W,Aesthetics,Pass,2023-10-12,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53581, 43.64197]]}"
4649,10789114,KIKI NAILS & SPA,3802 BLOOR ST W,Aesthetics,Pass,2023-08-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53581, 43.64197]]}"
4650,10789114,KIKI NAILS & SPA,3802 BLOOR ST W,Nails,Pass,2024-04-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53581, 43.64197]]}"
4651,10789114,KIKI NAILS & SPA,3802 BLOOR ST W,Nails,Pass,2023-10-12,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53581, 43.64197]]}"
4652,10789114,KIKI NAILS & SPA,3802 BLOOR ST W,Nails,Pass,2023-08-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53581, 43.64197]]}"
4653,10789323,MANKIND GROOMING STUDIO FOR MEN,"155 REDPATH AVE, UNIT-101",Barbering & Hairdressing,Pass,2023-08-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39292, 43.70879]]}"
4654,10789744,JDED Barber Shop,"901 YONGE ST, UNIT-1",Barbering & Hairdressing,Pass,2023-08-10,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38825, 43.67478]]}"
4655,10789744,JDED Barber Shop,"901 YONGE ST, UNIT-1",Barbering & Hairdressing,Conditional Pass,2023-08-03,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - use equipment not maintained in sanitary condition. Reg. Clause 10 (1)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38825, 43.67478]]}"
4656,10789744,JDED Barber Shop,"901 YONGE ST, UNIT-1",Barbering & Hairdressing,Conditional Pass,2023-08-03,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Personal service setting - fail to ensure disinfectants are used per manufacturer's instructions. Reg. Clause 11 (2)(b),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38825, 43.67478]]}"
4657,10789744,JDED Barber Shop,"901 YONGE ST, UNIT-1",Barbering & Hairdressing,Conditional Pass,2023-08-03,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned and disinfected or sterilized between each use. Reg. Clause 10 (4)(a),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38825, 43.67478]]}"
4658,10789744,JDED Barber Shop,"901 YONGE ST, UNIT-1",Barbering & Hairdressing,Conditional Pass,2023-08-03,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,01 - Public Health Notification,Fail to provide written notification of intention to operate personal service setting at least 14 days before commencing operation. Reg. Subsec. 3 (1),S - Significant,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38825, 43.67478]]}"
4659,10798661,CS WISH,"20 EGLINTON AVE E, UNIT-400",Nails,Pass,2024-05-13,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39765, 43.70728]]}"
4660,10798661,CS WISH,"20 EGLINTON AVE E, UNIT-400",Nails,Pass,2023-11-20,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39765, 43.70728]]}"
4661,10798401,MEERA BEAUTY SALON,21 TIPPETT RD,Aesthetics,Pass,2024-02-07,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.4465, 43.73334]]}"
4662,10798401,MEERA BEAUTY SALON,21 TIPPETT RD,Barbering & Hairdressing,Pass,2024-02-07,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.4465, 43.73334]]}"
4663,10798401,MEERA BEAUTY SALON,21 TIPPETT RD,Nails,Pass,2024-02-07,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.4465, 43.73334]]}"
4664,10798410,HERLIFE EXTENSIONS,5144 DUNDAS ST W,Aesthetics,Pass,2023-12-13,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53377, 43.64373]]}"
4665,10798410,HERLIFE EXTENSIONS,5144 DUNDAS ST W,Barbering & Hairdressing,Pass,2023-12-13,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.53377, 43.64373]]}"
4666,10798482,MACHO ALPHA 3,1526 DUNDAS ST W,Barbering & Hairdressing,Pass,2023-11-27,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.43292, 43.64993]]}"
4667,10798218,SMOOTH GODDESSES,"3768 BATHURST ST, UNIT-316",Aesthetics,Pass,2024-07-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.43446, 43.73776]]}"
4668,10798218,SMOOTH GODDESSES,"3768 BATHURST ST, UNIT-316",Aesthetics,Pass,2023-11-27,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.43446, 43.73776]]}"
4669,10798261,SKINTEK,"1248 YONGE ST, RM-4",Aesthetics,Pass,2023-11-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39226, 43.68309]]}"
4670,10798731,MOONLIGHT BEAUTY,"5 FAIRVIEW MALL DR, UNIT-490",Aesthetics,Pass,2024-07-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3479, 43.77854]]}"
4671,10798731,MOONLIGHT BEAUTY,"5 FAIRVIEW MALL DR, UNIT-490",Aesthetics,Pass,2023-12-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3479, 43.77854]]}"
4672,10798731,MOONLIGHT BEAUTY,"5 FAIRVIEW MALL DR, UNIT-490",Barbering & Hairdressing,Pass,2024-07-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3479, 43.77854]]}"
4673,10798751,ART OF ELECTROLYSIS,"588 BLOOR ST W, FLR-2",Aesthetics,Pass,2023-12-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41289, 43.66516]]}"
4674,10798758,SUGAR ME FANCY BOUTIQUE,"3300 MIDLAND AVE, UNIT-213",Aesthetics,Pass,2023-12-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.28882, 43.8067]]}"
4675,10798878,POLISH'D NAILS LOUNGE,3064 DUNDAS ST W,Aesthetics,Pass,2023-11-28,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.47177, 43.66569]]}"
4676,10798878,POLISH'D NAILS LOUNGE,3064 DUNDAS ST W,Nails,Pass,2023-11-28,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.47177, 43.66569]]}"
4677,10798975,JMAG STUDIO,1160 THE QUEENSWAY,Barbering & Hairdressing,Pass,2023-11-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.52129, 43.62243]]}"
4678,10798979,LOJOSO NAIL,150 O'CONNOR DR,Aesthetics,Pass,2023-11-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.34973, 43.69361]]}"
4679,10798979,LOJOSO NAIL,150 O'CONNOR DR,Nails,Pass,2023-11-24,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.34973, 43.69361]]}"
4680,10807510,HARUS NAIL LUX,523 EGLINTON AVE W,Aesthetics,Pass,2024-05-09,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.4138, 43.70334]]}"
4681,10807510,HARUS NAIL LUX,523 EGLINTON AVE W,Nails,Pass,2024-05-09,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.4138, 43.70334]]}"
4682,10807609,CANADIAN ALL CARE COLLEGE,"4630 DUFFERIN ST, UNIT-305",Aesthetics,Pass,2024-03-28,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.46829, 43.77325]]}"
4683,10807609,CANADIAN ALL CARE COLLEGE,"4630 DUFFERIN ST, UNIT-305",Micropigmentation/Microblading,Pass,2024-03-28,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.46829, 43.77325]]}"
4684,10807609,CANADIAN ALL CARE COLLEGE,"4630 DUFFERIN ST, UNIT-305",Nails,Pass,2024-03-28,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.46829, 43.77325]]}"
4685,10807633,PANORAMA INFINITY HAIR SALON,"46 PANORAMA CRT, UNIT-100B",Aesthetics,Pass,2024-04-12,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.57834, 43.74823]]}"
4686,10807755,PRETTY LITTLE SECRETS BEAUTY,278A JANE ST,Aesthetics,Pass,2024-04-22,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.48738, 43.65585]]}"
4687,10807755,PRETTY LITTLE SECRETS BEAUTY,278A JANE ST,Micropigmentation/Microblading,Pass,2024-04-22,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.48738, 43.65585]]}"
4688,10807951,LIQUID NAILS,2901 KENNEDY RD,Aesthetics,Pass,2024-04-17,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.29732, 43.80349]]}"
4689,10807951,LIQUID NAILS,2901 KENNEDY RD,Nails,Pass,2024-04-17,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.29732, 43.80349]]}"
4690,10807972,HURT/COMFORT TATTOOS,"1159 DUNDAS ST E, UNIT-159",Tattooing,Pass,2024-04-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3424, 43.66417]]}"
